4,1,"도덕 공부, 행복한 우리",1,평점,"자주적인 생활을 위하여, 스스로 방 청소를 해 봅시다.",,20190624
4,1,"도덕 공부, 행복한 우리",2,영상자료,영상을 보고 도덕성에 대해 생각해 봅시다.,http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20110926_00050,20190624
4,1,"도덕 공부, 행복한 우리",3,평점,다른 사람 몰래 남을 도와주는 일을 한 가지 해봅시다.,,20190624
4,1,"도덕 공부, 행복한 우리",4,평점,부모님을 기쁘게 해드리는 행동을 해 봅시다.,,20190624
4,1,"도덕 공부, 행복한 우리",5,서술,야구를 하던 민호는 그만 옆집 창문을 깨고 말았습니다. 민호는 어떻게 해야할까요?,,20190624
4,1,"도덕 공부, 행복한 우리",6,평점,학교나 집 근처 길가의 쓰레기를 주워봅시다.,,20190624
4,1,"도덕 공부, 행복한 우리",7,평점,쉬는 시간에 혼자 있는 친구에게 다가가 이야기를 걸어봅시다.,,20190624
4,1,"도덕 공부, 행복한 우리",8,평점,모든 시간 약속을 잘 지키는 하루가 되도록 해봅시다.,,20190624
4,1,"도덕 공부, 행복한 우리",9,평점,학교에서 옆의 친구에게 어려운 일이 있을 때 도와주겠다는 약속을 해봅시다.,,20190624
4,1,"도덕 공부, 행복한 우리",10,평점,근면함을 실천하기 위해 오늘의 학습 계획을 세우고 실천하도록 노력해 봅시다.,,20190624
4,2,공손하고 다정하게,1,평점,오늘 만난 웃어른 6명에게 공손하게 인사를 드려봅시다.,,20190624
4,2,공손하고 다정하게,2,평점,학교에서 친구 5명에게 마음을 담아 칭찬을 해봅시다.,,20190624
4,2,공손하고 다정하게,3,영상자료,"영상을 보고, 말투의 중요성을 생각해 봅시다.",http://clipbank.ebs.co.kr/clip/view?clipId=VOD_20120727_00028,20190624
4,2,공손하고 다정하게,4,평점,오늘은 하루 종일 높임말을 사용해 봅시다.,,20190624
4,2,공손하고 다정하게,5,평점,1년 중 가장 바른 수업태도에 도전해 봅시다!,,20190624
4,2,공손하고 다정하게,6,평점,"식사 전 “감사히 먹겠습니다.”, 식사 후 “잘 먹었습니다.” 외치며 감사한 마음을 가져봅시다.",,20190624
